order_id,side,price,quantity,type
102,SELL,10032,435,LIMIT
103,SELL,10032,210,LIMIT
104,SELL,10017,66,LIMIT
105,SELL,9994,347,LIMIT
106,BUY,9985,208,LIMIT
107,BUY,9974,221,LIMIT
108,SELL,10005,346,LIMIT
109,SELL,10042,87,LIMIT
110,BUY,10033,325,LIMIT
111,SELL,10046,121,LIMIT
112,SELL,9976,76,LIMIT
113,BUY,10010,313,LIMIT
114,SELL,10029,295,LIMIT
115,SELL,9979,76,LIMIT
116,BUY,0,441,MARKET
117,SELL,10037,266,LIMIT
118,BUY,9963,234,LIMIT
119,SELL,10018,305,LIMIT
120,SELL,10039,457,LIMIT
121,SELL,10018,229,LIMIT
122,SELL,10043,127,LIMIT
123,SELL,10014,249,LIMIT
124,BUY,9958,366,LIMIT
125,BUY,9989,458,LIMIT
126,BUY,9979,197,LIMIT
127,BUY,9959,213,LIMIT
128,SELL,10004,32,LIMIT
129,SELL,10048,300,LIMIT
130,BUY,0,392,MARKET
131,SELL,9997,153,LIMIT
132,SELL,10046,280,LIMIT
133,BUY,9987,224,LIMIT
134,BUY,10038,348,LIMIT
135,BUY,9969,319,LIMIT
136,BUY,0,304,MARKET
137,BUY,10009,70,LIMIT
138,BUY,10003,168,LIMIT
139,SELL,10051,451,LIMIT
140,SELL,10007,130,LIMIT
141,SELL,10022,27,LIMIT
142,BUY,10052,491,LIMIT
143,BUY,9985,103,LIMIT
144,BUY,10013,343,LIMIT
145,BUY,9984,393,LIMIT
146,BUY,10047,368,LIMIT
147,BUY,0,56,MARKET
148,BUY,0,295,MARKET
149,SELL,10044,102,LIMIT
150,BUY,10050,155,LIMIT
151,BUY,10025,401,LIMIT
152,SELL,10036,190,LIMIT
153,SELL,10004,422,LIMIT
154,BUY,9997,326,LIMIT
155,BUY,10044,268,LIMIT
156,SELL,10020,397,LIMIT
157,SELL,10045,304,LIMIT
158,SELL,0,426,MARKET
159,SELL,0,125,MARKET
160,SELL,10014,436,LIMIT
161,BUY,9996,409,LIMIT
162,SELL,10027,360,LIMIT
163,BUY,9975,44,LIMIT
164,SELL,10047,124,LIMIT
165,SELL,10013,230,LIMIT
166,BUY,10001,355,LIMIT
167,SELL,9996,243,LIMIT
168,SELL,10045,282,LIMIT
169,SELL,9984,157,LIMIT
170,BUY,9974,162,LIMIT
171,BUY,10043,248,LIMIT
172,SELL,0,427,MARKET
173,SELL,9970,155,LIMIT
174,BUY,9953,284,LIMIT
175,BUY,10043,252,LIMIT
176,BUY,10006,246,LIMIT
177,SELL,9952,130,LIMIT
178,BUY,9997,252,LIMIT
179,BUY,10017,486,LIMIT
180,BUY,0,61,MARKET
181,SELL,10025,116,LIMIT
182,SELL,10003,153,LIMIT
183,SELL,10027,31,LIMIT
184,BUY,0,107,MARKET
185,BUY,9960,81,LIMIT
186,BUY,9969,2,LIMIT
187,SELL,10009,150,LIMIT
188,BUY,9984,360,LIMIT
189,BUY,9981,404,LIMIT
190,BUY,10018,116,LIMIT
191,BUY,0,424,MARKET
192,BUY,9988,305,LIMIT
193,SELL,10009,353,LIMIT
194,SELL,0,257,MARKET
195,SELL,10027,21,LIMIT
196,SELL,9954,47,LIMIT
197,BUY,0,345,MARKET
198,BUY,9972,241,LIMIT
199,SELL,0,93,MARKET
200,SELL,10014,497,LIMIT
201,SELL,9993,165,LIMIT
202,BUY,0,169,MARKET
203,SELL,10003,417,LIMIT
204,BUY,9993,130,LIMIT
205,BUY,0,207,MARKET
206,BUY,10023,237,LIMIT
207,BUY,10000,319,LIMIT
208,SELL,9980,137,LIMIT
209,BUY,0,225,MARKET
210,SELL,10036,312,LIMIT
211,BUY,9956,283,LIMIT
212,BUY,9969,237,LIMIT
213,BUY,10045,150,LIMIT
214,SELL,10016,242,LIMIT
215,SELL,10003,98,LIMIT
216,BUY,0,142,MARKET
217,SELL,0,260,MARKET
218,BUY,9993,429,LIMIT
219,SELL,0,229,MARKET
220,SELL,10027,391,LIMIT
221,SELL,9999,446,LIMIT
222,BUY,9986,439,LIMIT
223,BUY,10017,362,LIMIT
224,SELL,0,406,MARKET
225,BUY,9962,65,LIMIT
226,SELL,0,448,MARKET
227,BUY,10017,8,LIMIT
228,BUY,10043,497,LIMIT
229,BUY,9992,174,LIMIT
230,SELL,10002,437,LIMIT
231,SELL,0,321,MARKET
232,SELL,0,19,MARKET
233,BUY,10050,472,LIMIT
234,BUY,10018,51,LIMIT
235,BUY,10052,154,LIMIT
236,BUY,9970,151,LIMIT
237,SELL,9994,272,LIMIT
238,BUY,9973,313,LIMIT
239,BUY,10037,74,LIMIT
240,SELL,10020,131,LIMIT
241,BUY,0,239,MARKET
242,BUY,10007,301,LIMIT
243,SELL,10021,433,LIMIT
244,BUY,0,437,MARKET
245,BUY,10036,184,LIMIT
246,SELL,0,152,MARKET
247,SELL,10035,443,LIMIT
248,BUY,0,382,MARKET
249,SELL,9993,311,LIMIT
250,BUY,10043,129,LIMIT
251,BUY,10045,331,LIMIT
252,SELL,9968,297,LIMIT
253,BUY,10001,168,LIMIT
254,SELL,9981,403,LIMIT
255,SELL,10000,426,LIMIT
256,SELL,0,484,MARKET
257,SELL,10008,412,LIMIT
258,SELL,0,73,MARKET
259,SELL,0,412,MARKET
260,SELL,10014,8,LIMIT
261,BUY,10050,384,LIMIT
262,SELL,10046,482,LIMIT
263,BUY,10025,13,LIMIT
264,SELL,0,114,MARKET
265,BUY,10026,466,LIMIT
266,SELL,9982,72,LIMIT
267,BUY,10030,60,LIMIT
268,BUY,0,70,MARKET
269,SELL,10061,357,LIMIT
270,SELL,10060,80,LIMIT
271,BUY,10045,209,LIMIT
272,BUY,9994,228,LIMIT
273,BUY,0,51,MARKET
274,SELL,10050,184,LIMIT
275,SELL,9982,486,LIMIT
276,BUY,10049,328,LIMIT
277,BUY,10010,125,LIMIT
278,BUY,10064,284,LIMIT
279,BUY,9995,169,LIMIT
280,BUY,9983,67,LIMIT
281,SELL,9980,339,LIMIT
282,BUY,10065,122,LIMIT
283,SELL,9999,27,LIMIT
284,SELL,10060,33,LIMIT
285,SELL,10030,304,LIMIT
286,SELL,10042,23,LIMIT
287,SELL,9968,32,LIMIT
288,SELL,9978,252,LIMIT
289,SELL,9976,165,LIMIT
290,BUY,10002,320,LIMIT
291,SELL,10044,272,LIMIT
292,SELL,10023,51,LIMIT
293,BUY,0,334,MARKET
294,BUY,9999,212,LIMIT
295,SELL,10063,49,LIMIT
296,SELL,10002,192,LIMIT
297,SELL,9979,48,LIMIT
298,BUY,10016,416,LIMIT
299,BUY,10039,288,LIMIT
300,BUY,10053,482,LIMIT
301,BUY,0,308,MARKET
302,SELL,10032,109,LIMIT
303,SELL,9980,180,LIMIT
304,SELL,10003,294,LIMIT
305,SELL,10065,420,LIMIT
306,BUY,10052,425,LIMIT
307,SELL,10003,360,LIMIT
308,SELL,9992,446,LIMIT
309,SELL,10062,325,LIMIT
310,BUY,9994,193,LIMIT
311,SELL,10014,160,LIMIT
312,SELL,10040,306,LIMIT
313,BUY,10063,317,LIMIT
314,BUY,10050,218,LIMIT
315,SELL,9993,387,LIMIT
316,BUY,9981,146,LIMIT
317,SELL,10007,24,LIMIT
318,SELL,0,29,MARKET
319,BUY,9993,393,LIMIT
320,SELL,9980,4,LIMIT
321,SELL,10013,273,LIMIT
322,BUY,10051,413,LIMIT
323,BUY,10060,22,LIMIT
324,BUY,9975,442,LIMIT
325,SELL,10056,328,LIMIT
326,SELL,9968,495,LIMIT
327,BUY,10045,236,LIMIT
328,SELL,9980,125,LIMIT
329,SELL,10017,446,LIMIT
330,SELL,10066,87,LIMIT
331,BUY,9990,464,LIMIT
332,SELL,10048,418,LIMIT
333,BUY,9997,102,LIMIT
334,BUY,10047,39,LIMIT
335,SELL,10035,390,LIMIT
336,SELL,10036,330,LIMIT
337,SELL,0,322,MARKET
338,BUY,10025,227,LIMIT
339,SELL,10041,29,LIMIT
340,BUY,10023,20,LIMIT
341,SELL,9974,331,LIMIT
342,SELL,10034,489,LIMIT
343,BUY,10038,334,LIMIT
344,SELL,10028,78,LIMIT
345,SELL,10006,366,LIMIT
346,BUY,10052,225,LIMIT
347,BUY,9998,199,LIMIT
348,SELL,9968,405,LIMIT
349,SELL,9975,286,LIMIT
350,SELL,10056,437,LIMIT
351,BUY,10039,340,LIMIT
352,SELL,10047,358,LIMIT
353,SELL,10055,481,LIMIT
354,SELL,10046,406,LIMIT
355,BUY,10058,351,LIMIT
356,BUY,10019,261,LIMIT
357,BUY,9988,487,LIMIT
358,SELL,0,249,MARKET
359,BUY,0,80,MARKET
360,SELL,9974,260,LIMIT
361,BUY,10061,317,LIMIT
362,SELL,9985,426,LIMIT
363,BUY,9968,211,LIMIT
364,BUY,0,313,MARKET
365,SELL,9993,159,LIMIT
366,BUY,10036,226,LIMIT
367,SELL,10027,271,LIMIT
368,BUY,10040,71,LIMIT
369,BUY,10010,284,LIMIT
370,BUY,10059,83,LIMIT
371,SELL,0,76,MARKET
372,BUY,0,114,MARKET
373,SELL,0,213,MARKET
374,SELL,9991,198,LIMIT
375,SELL,10000,477,LIMIT
376,SELL,9976,20,LIMIT
377,SELL,9976,389,LIMIT
378,SELL,9960,464,LIMIT
379,BUY,9978,281,LIMIT
380,SELL,9996,122,LIMIT
381,BUY,10013,328,LIMIT
382,SELL,10024,306,LIMIT
383,BUY,10035,124,LIMIT
384,BUY,9963,315,LIMIT
385,BUY,9986,341,LIMIT
386,BUY,10010,35,LIMIT
387,BUY,10025,23,LIMIT
388,SELL,0,130,MARKET
389,BUY,9975,177,LIMIT
390,BUY,10060,388,LIMIT
391,BUY,10035,174,LIMIT
392,BUY,10054,238,LIMIT
393,SELL,9985,33,LIMIT
394,SELL,9994,23,LIMIT
395,BUY,10007,264,LIMIT
396,SELL,10064,332,LIMIT
397,SELL,10066,25,LIMIT
398,SELL,10015,224,LIMIT
399,SELL,0,198,MARKET
400,BUY,10031,189,LIMIT
401,SELL,10062,218,LIMIT
402,SELL,9991,280,LIMIT
403,SELL,10009,339,LIMIT
404,SELL,10059,219,LIMIT
405,SELL,9972,373,LIMIT
406,SELL,9974,39,LIMIT
407,SELL,10063,348,LIMIT
408,BUY,10044,348,LIMIT
409,BUY,9997,399,LIMIT
410,SELL,10040,17,LIMIT
411,BUY,10016,191,LIMIT
412,BUY,10036,188,LIMIT
413,SELL,10000,492,LIMIT
414,BUY,10031,266,LIMIT
415,BUY,10001,361,LIMIT
416,BUY,0,147,MARKET
417,SELL,9986,437,LIMIT
418,SELL,10059,228,LIMIT
419,SELL,10057,34,LIMIT
420,SELL,0,436,MARKET
421,BUY,10032,115,LIMIT
422,BUY,9996,405,LIMIT
423,BUY,10039,189,LIMIT
424,BUY,9977,34,LIMIT
425,SELL,0,369,MARKET
426,SELL,10039,38,LIMIT
427,SELL,10022,239,LIMIT
428,SELL,10065,283,LIMIT
429,BUY,9983,222,LIMIT
430,BUY,10034,79,LIMIT
431,BUY,10058,116,LIMIT
432,SELL,10000,101,LIMIT
433,SELL,10007,315,LIMIT
434,BUY,9991,304,LIMIT
435,BUY,10050,369,LIMIT
436,SELL,10044,22,LIMIT
437,BUY,10053,395,LIMIT
438,SELL,10070,293,LIMIT
439,BUY,10052,280,LIMIT
440,SELL,10059,208,LIMIT
441,SELL,9979,81,LIMIT
442,SELL,9998,175,LIMIT
443,BUY,10064,164,LIMIT
444,SELL,0,67,MARKET
445,BUY,10033,63,LIMIT
446,SELL,9986,26,LIMIT
447,SELL,0,215,MARKET
448,BUY,10046,370,LIMIT
449,BUY,10036,264,LIMIT
450,SELL,0,255,MARKET
451,BUY,0,259,MARKET
452,BUY,10017,25,LIMIT
453,SELL,10054,345,LIMIT
454,SELL,9984,221,LIMIT
455,SELL,10067,207,LIMIT
456,BUY,10042,288,LIMIT
457,SELL,9978,198,LIMIT
458,SELL,10005,423,LIMIT
459,BUY,9983,202,LIMIT
460,SELL,10017,387,LIMIT
461,BUY,10021,257,LIMIT
462,BUY,10060,171,LIMIT
463,SELL,10034,72,LIMIT
464,SELL,10047,379,LIMIT
465,SELL,10034,273,LIMIT
466,SELL,9971,189,LIMIT
467,BUY,0,299,MARKET
468,BUY,10002,496,LIMIT
469,BUY,10044,246,LIMIT
470,SELL,10056,125,LIMIT
471,BUY,10024,161,LIMIT
472,BUY,9994,211,LIMIT
473,SELL,0,377,MARKET
474,BUY,10036,107,LIMIT
475,SELL,0,245,MARKET
476,SELL,9994,236,LIMIT
477,SELL,10059,396,LIMIT
478,SELL,9998,491,LIMIT
479,SELL,10001,483,LIMIT
480,SELL,10061,361,LIMIT
481,SELL,10044,479,LIMIT
482,SELL,10047,347,LIMIT
483,SELL,0,203,MARKET
484,BUY,10011,490,LIMIT
485,BUY,10032,336,LIMIT
486,SELL,10044,139,LIMIT
487,SELL,10055,380,LIMIT
488,BUY,10063,464,LIMIT
489,BUY,9985,52,LIMIT
490,SELL,9991,349,LIMIT
491,BUY,0,476,MARKET
492,SELL,10037,245,LIMIT
493,BUY,10014,165,LIMIT
494,BUY,0,46,MARKET
495,BUY,10071,436,LIMIT
496,BUY,10000,479,LIMIT
497,SELL,10000,480,LIMIT
498,SELL,0,5,MARKET
499,BUY,0,172,MARKET
500,SELL,0,279,MARKET
501,SELL,0,69,MARKET
502,SELL,9994,170,LIMIT
503,SELL,10070,96,LIMIT
504,SELL,10050,346,LIMIT
505,BUY,10058,460,LIMIT
506,SELL,9988,206,LIMIT
507,BUY,9995,245,LIMIT
508,BUY,10027,121,LIMIT
509,SELL,0,155,MARKET
510,BUY,10025,355,LIMIT
511,BUY,10037,158,LIMIT
512,SELL,10067,395,LIMIT
513,BUY,10014,189,LIMIT
514,BUY,9995,245,LIMIT
515,SELL,10054,192,LIMIT
516,SELL,10062,423,LIMIT
517,BUY,10052,448,LIMIT
518,SELL,10021,40,LIMIT
519,BUY,10046,463,LIMIT
520,BUY,9996,85,LIMIT
521,SELL,10003,368,LIMIT
522,SELL,10043,229,LIMIT
523,SELL,10030,234,LIMIT
524,BUY,10064,414,LIMIT
525,BUY,9978,382,LIMIT
526,BUY,10021,359,LIMIT
527,BUY,0,36,MARKET
528,BUY,9999,394,LIMIT
529,SELL,10023,230,LIMIT
530,SELL,10059,448,LIMIT
531,BUY,10020,61,LIMIT
532,SELL,10068,115,LIMIT
533,BUY,0,238,MARKET
534,SELL,10004,127,LIMIT
535,SELL,9999,480,LIMIT
536,BUY,10060,215,LIMIT
537,BUY,9985,52,LIMIT
538,BUY,10064,361,LIMIT
539,BUY,10028,225,LIMIT
540,BUY,10075,29,LIMIT
541,SELL,10068,295,LIMIT
542,SELL,9993,339,LIMIT
543,BUY,10011,32,LIMIT
544,BUY,10031,285,LIMIT
545,BUY,0,483,MARKET
546,SELL,10018,357,LIMIT
547,SELL,10026,95,LIMIT
548,SELL,10007,154,LIMIT
549,BUY,9987,288,LIMIT
550,SELL,9997,199,LIMIT
551,SELL,10061,41,LIMIT
552,SELL,10071,425,LIMIT
553,BUY,10064,310,LIMIT
554,BUY,0,97,MARKET
555,BUY,10022,156,LIMIT
556,BUY,0,493,MARKET
557,BUY,10076,246,LIMIT
558,BUY,10009,283,LIMIT
559,SELL,10047,333,LIMIT
560,SELL,10044,452,LIMIT
561,SELL,10071,241,LIMIT
562,BUY,10031,24,LIMIT
563,BUY,9982,134,LIMIT
564,SELL,10006,169,LIMIT
565,SELL,10011,256,LIMIT
566,SELL,10043,495,LIMIT
567,SELL,10075,408,LIMIT
568,BUY,10051,251,LIMIT
569,BUY,9990,484,LIMIT
570,BUY,10034,71,LIMIT
571,BUY,10002,5,LIMIT
572,SELL,10061,327,LIMIT
573,SELL,9985,4,LIMIT
574,SELL,10051,370,LIMIT
575,SELL,10073,346,LIMIT
576,BUY,9996,269,LIMIT
577,BUY,10050,130,LIMIT
578,SELL,9993,192,LIMIT
579,SELL,10072,116,LIMIT
580,BUY,10066,389,LIMIT
581,BUY,10030,283,LIMIT
582,BUY,10071,88,LIMIT
583,SELL,10063,402,LIMIT
584,BUY,0,471,MARKET
585,BUY,10068,455,LIMIT
586,SELL,9990,351,LIMIT
587,BUY,10021,9,LIMIT
588,BUY,10071,421,LIMIT
589,BUY,10052,124,LIMIT
590,SELL,10050,170,LIMIT
591,BUY,10069,371,LIMIT
592,SELL,10035,119,LIMIT
593,SELL,10057,489,LIMIT
594,SELL,0,168,MARKET
595,SELL,10036,252,LIMIT
596,SELL,10026,222,LIMIT
597,SELL,10056,152,LIMIT
598,BUY,9995,195,LIMIT
599,BUY,10017,185,LIMIT
600,BUY,10015,228,LIMIT
601,SELL,9987,96,LIMIT
602,SELL,10041,209,LIMIT
603,BUY,10045,48,LIMIT
604,SELL,0,7,MARKET
605,SELL,9986,372,LIMIT
606,BUY,9998,351,LIMIT
607,BUY,10015,138,LIMIT
608,BUY,10032,142,LIMIT
609,SELL,9986,185,LIMIT
610,BUY,10040,305,LIMIT
611,BUY,9995,156,LIMIT
612,SELL,10056,195,LIMIT
613,SELL,10060,499,LIMIT
614,BUY,10055,486,LIMIT
615,BUY,10001,494,LIMIT
616,SELL,10067,325,LIMIT
617,BUY,10014,419,LIMIT
618,SELL,10051,103,LIMIT
619,BUY,10050,14,LIMIT
620,SELL,0,108,MARKET
621,SELL,9989,420,LIMIT
622,SELL,10019,124,LIMIT
623,BUY,10029,38,LIMIT
624,SELL,10049,260,LIMIT
625,SELL,10028,360,LIMIT
626,BUY,10014,337,LIMIT
627,SELL,10062,23,LIMIT
628,SELL,0,170,MARKET
629,BUY,10018,114,LIMIT
630,BUY,10036,238,LIMIT
631,BUY,9990,248,LIMIT
632,SELL,9996,60,LIMIT
633,BUY,10030,234,LIMIT
634,SELL,9998,225,LIMIT
635,SELL,10025,23,LIMIT
636,BUY,10031,332,LIMIT
637,BUY,0,380,MARKET
638,BUY,10028,287,LIMIT
639,SELL,10037,323,LIMIT
640,BUY,10040,203,LIMIT
641,BUY,10038,200,LIMIT
642,BUY,10079,361,LIMIT
643,BUY,10050,96,LIMIT
644,SELL,9996,135,LIMIT
645,SELL,10064,161,LIMIT
646,SELL,10059,59,LIMIT
647,SELL,10063,89,LIMIT
648,SELL,0,303,MARKET
649,BUY,10014,157,LIMIT
650,BUY,10001,262,LIMIT
651,SELL,10056,197,LIMIT
652,BUY,10051,356,LIMIT
653,BUY,10046,148,LIMIT
654,BUY,10040,318,LIMIT
655,SELL,0,249,MARKET
656,BUY,10052,259,LIMIT
657,SELL,10044,213,LIMIT
658,SELL,9993,290,LIMIT
659,BUY,10017,116,LIMIT
660,SELL,10041,290,LIMIT
661,SELL,9998,294,LIMIT
662,SELL,10029,278,LIMIT
663,SELL,10036,53,LIMIT
664,BUY,9987,231,LIMIT
665,SELL,0,45,MARKET
666,BUY,10013,108,LIMIT
667,SELL,0,313,MARKET
668,SELL,10002,402,LIMIT
669,BUY,10056,180,LIMIT
670,SELL,10006,166,LIMIT
671,SELL,10020,488,LIMIT
672,BUY,10083,403,LIMIT
673,BUY,0,444,MARKET
674,BUY,10004,128,LIMIT
675,SELL,10084,432,LIMIT
676,SELL,10061,324,LIMIT
677,SELL,9997,325,LIMIT
678,SELL,10022,356,LIMIT
679,SELL,0,168,MARKET
680,BUY,0,434,MARKET
681,BUY,10047,326,LIMIT
682,SELL,0,408,MARKET
683,SELL,10045,423,LIMIT
684,SELL,10026,173,LIMIT
685,BUY,10053,404,LIMIT
686,BUY,10071,402,LIMIT
687,BUY,10011,226,LIMIT
688,BUY,0,220,MARKET
689,BUY,0,155,MARKET
690,SELL,10035,129,LIMIT
691,SELL,10071,85,LIMIT
692,SELL,10079,359,LIMIT
693,SELL,10076,49,LIMIT
694,BUY,10001,304,LIMIT
695,SELL,10073,176,LIMIT
696,SELL,10044,37,LIMIT
697,SELL,9995,53,LIMIT
698,SELL,0,71,MARKET
699,BUY,10068,74,LIMIT
700,BUY,10002,226,LIMIT
701,BUY,10000,471,LIMIT
702,SELL,0,45,MARKET
703,BUY,10055,374,LIMIT
704,SELL,0,162,MARKET
705,BUY,9989,128,LIMIT
706,SELL,10068,14,LIMIT
707,SELL,10058,261,LIMIT
708,SELL,9986,402,LIMIT
709,SELL,10009,256,LIMIT
710,BUY,9981,185,LIMIT
711,BUY,10052,216,LIMIT
712,BUY,10078,38,LIMIT
713,BUY,10006,21,LIMIT
714,SELL,10058,365,LIMIT
715,SELL,10030,43,LIMIT
716,BUY,10019,41,LIMIT
717,BUY,0,80,MARKET
718,SELL,10063,391,LIMIT
719,BUY,10038,374,LIMIT
720,BUY,10037,60,LIMIT
721,BUY,10076,337,LIMIT
722,BUY,10073,71,LIMIT
723,BUY,10028,268,LIMIT
724,SELL,10001,384,LIMIT
725,BUY,9988,172,LIMIT
726,SELL,10018,365,LIMIT
727,BUY,10051,185,LIMIT
728,SELL,0,86,MARKET
729,BUY,9998,458,LIMIT
730,BUY,10051,2,LIMIT
731,BUY,10045,187,LIMIT
732,BUY,9989,284,LIMIT
733,SELL,10017,214,LIMIT
734,SELL,9996,293,LIMIT
735,BUY,9993,92,LIMIT
736,BUY,0,36,MARKET
737,SELL,10025,168,LIMIT
738,SELL,10010,150,LIMIT
739,SELL,10017,238,LIMIT
740,SELL,0,398,MARKET
741,BUY,10037,13,LIMIT
742,SELL,10072,450,LIMIT
743,SELL,10067,193,LIMIT
744,SELL,10051,122,LIMIT
745,SELL,0,498,MARKET
746,SELL,10012,460,LIMIT
747,SELL,10031,235,LIMIT
748,BUY,10049,69,LIMIT
749,SELL,10058,32,LIMIT
750,BUY,10019,436,LIMIT
751,SELL,10080,168,LIMIT
752,SELL,9995,484,LIMIT
753,BUY,10059,56,LIMIT
754,BUY,10043,161,LIMIT
755,BUY,10082,107,LIMIT
756,SELL,9999,47,LIMIT
757,SELL,10072,309,LIMIT
758,BUY,10023,76,LIMIT
759,BUY,0,203,MARKET
760,BUY,10015,420,LIMIT
761,BUY,0,438,MARKET
762,BUY,9994,412,LIMIT
763,BUY,10079,114,LIMIT
764,BUY,10026,352,LIMIT
765,BUY,10013,470,LIMIT
766,BUY,0,102,MARKET
767,SELL,9991,464,LIMIT
768,BUY,10039,26,LIMIT
769,SELL,10029,255,LIMIT
770,SELL,10000,182,LIMIT
771,BUY,10034,453,LIMIT
772,BUY,10054,126,LIMIT
773,SELL,10047,246,LIMIT
774,BUY,9993,215,LIMIT
775,BUY,10044,407,LIMIT
776,SELL,10019,246,LIMIT
777,SELL,10047,258,LIMIT
778,SELL,9978,164,LIMIT
779,BUY,10075,144,LIMIT
780,SELL,10073,300,LIMIT
781,BUY,10058,124,LIMIT
782,BUY,10002,295,LIMIT
783,SELL,0,433,MARKET
784,BUY,10013,413,LIMIT
785,SELL,0,15,MARKET
786,SELL,0,289,MARKET
787,BUY,10037,278,LIMIT
788,BUY,9985,29,LIMIT
789,BUY,10034,1,LIMIT
790,BUY,10016,368,LIMIT
791,SELL,9990,301,LIMIT
792,BUY,10040,441,LIMIT
793,BUY,10057,203,LIMIT
794,BUY,10015,70,LIMIT
795,SELL,10035,333,LIMIT
796,BUY,10044,356,LIMIT
797,SELL,10049,418,LIMIT
798,SELL,10061,151,LIMIT
799,BUY,10061,486,LIMIT
800,SELL,0,395,MARKET
801,BUY,10014,472,LIMIT
802,BUY,9988,480,LIMIT
803,BUY,9984,122,LIMIT
804,SELL,9986,421,LIMIT
805,SELL,10009,108,LIMIT
806,BUY,10075,56,LIMIT
807,BUY,10032,376,LIMIT
808,BUY,0,253,MARKET
809,SELL,9988,425,LIMIT
810,BUY,9985,410,LIMIT
811,SELL,10008,488,LIMIT
812,BUY,10022,83,LIMIT
813,BUY,9986,174,LIMIT
814,SELL,10031,483,LIMIT
815,BUY,10032,81,LIMIT
816,BUY,10000,210,LIMIT
817,SELL,10015,122,LIMIT
818,BUY,10046,431,LIMIT
819,BUY,9976,219,LIMIT
820,SELL,10055,308,LIMIT
821,BUY,10001,88,LIMIT
822,SELL,0,243,MARKET
823,SELL,10035,251,LIMIT
824,SELL,10045,199,LIMIT
825,SELL,0,190,MARKET
826,SELL,10030,239,LIMIT
827,BUY,10046,32,LIMIT
828,BUY,10017,414,LIMIT
829,SELL,0,302,MARKET
830,BUY,10039,215,LIMIT
831,SELL,10004,244,LIMIT
832,BUY,10065,18,LIMIT
833,BUY,10071,230,LIMIT
834,BUY,0,414,MARKET
835,BUY,9983,350,LIMIT
836,BUY,0,322,MARKET
